id,reviews,price,stars,yelp_category,state
b2bb530b-78af-1c3b-1a56-e56d50ba7c6d,571,2.00,3.88,Breweries,NV
db3b65f1-700a-6c16-7a16-3d233fe09ba5,789,2.00,3.75,Breweries,OH
22da3355-165a-9c78-24ba-6bd53ee24756,51,2.00,3.00,Breweries,WI
4e29c0f3-5680-1f65-5022-e993fcd56502,303,2.00,3.50,British,AZ
fbcb3fdb-48d5-2970-6f92-4216dc822b38,99,2.00,3.50,British,NV
97dba818-848c-9be3-7192-0115803e5de2,14,1.00,3.50,British,WI
64897771-651d-9ad2-90af-b547150d28d8,47,1.00,4.50,Bubble Tea,AZ
3ec9753d-4f71-60ba-2aff-d3f650615118,90,1.00,4.50,Bubble Tea,NC
4a7d4f8a-3416-0fb1-3205-b5f5ca065165,540,1.00,3.83,Bubble Tea,NV
30700fc7-9188-4374-285e-881e477590ad,140,1.00,4.00,Bubble Tea,OH
2a78a595-545c-4354-6941-a379a8778d8b,84,1.00,2.75,Bubble Tea,PA
95f04acf-1e8d-22d7-2d51-faf1d022107d,643,1.42,2.71,Buffets,AZ
b4791759-8c38-803d-447d-51f2b63f99af,20,1.00,3.00,Buffets,NC
850f10b4-3829-9a9d-37f4-f2a6eb9a3fe4,19472,2.06,3.09,Buffets,NV
63981aad-6c63-1d3e-224a-4528727d6a40,100,1.40,2.70,Buffets,OH
e0641fa1-80dd-48c0-89c7-a4b0db543c70,4701,1.30,2.74,Burgers,AZ
dfe00da6-0f4d-a3b5-2894-6d82f02966a2,135,1.33,2.50,Burgers,IL
115c7bc7-27c7-5067-6c47-6897012b89fd,1298,1.19,2.80,Burgers,NC
c3eb71da-6a74-2b35-72df-0a3dbc7b141b,21434,1.30,2.93,Burgers,NV
332cc295-4a27-235b-a117-ccb282356825,1218,1.45,2.86,Burgers,OH
d8d081b3-88a5-85da-5e84-c1bd9be8984f,1822,1.58,2.89,Burgers,PA
97833059-6e0c-3830-984e-f4dab1b19323,287,1.22,3.39,Burgers,WI
3aac3799-5445-48f0-9c38-b830483f9192,40,2.00,4.50,Butcher,NV
cee84c81-04d3-3845-3baa-efa7662742ee,891,1.23,3.88,Cafes,AZ
8f5894a6-708a-9c2a-08e4-fb8292c83ba6,71,1.00,4.25,Cafes,IL
3fc3fcb8-646b-1541-676a-6b63bfe96941,162,1.75,3.50,Cafes,NC
2345a423-87d2-55d5-7a28-9db6b7ee3d55,5919,1.55,3.50,Cafes,NV
a820656d-8f8a-4d22-12f9-a9538d6106b0,440,1.44,4.22,Cafes,OH
790b1598-770d-a072-6651-4e193c9f5e0b,684,1.56,3.88,Cafes,PA
8d9aac4d-975f-72c8-1e71-7b088f369a1f,252,1.13,4.06,Cafes,WI
57aeb15f-5817-0766-8022-9d1d96840bce,8,2.00,4.50,Cafeteria,NC
799598da-3719-a3c2-42e5-a0c27251a323,65,1.00,3.50,Cafeteria,NV
008bf4ba-7e11-1007-9f99-612143418480,12,2.33,2.17,Cafeteria,OH
bd1a8538-68f5-1484-8a02-3539f7131bf6,987,2.00,3.50,Cajun/Creole,AZ
e81b835f-0986-851a-2328-6f644d470b3c,285,2.00,3.50,Cajun/Creole,NC
3ca21e4b-45fe-835c-07ef-6922949d3dbb,3891,1.78,3.67,Cajun/Creole,NV
796fc30c-5527-8b64-a177-9366f1d1a66c,151,1.50,4.00,Cajun/Creole,OH
c204cee0-7817-2f6b-8a25-d9711c3c9199,382,2.00,3.50,Cajun/Creole,PA
6f6436b1-57ba-63e7-8990-e0e305d78ca1,12,1.00,4.00,Cambodian,OH
d8cfc22d-7bd2-48e7-a15e-0d8b69e47216,92,2.00,4.00,Cambodian,PA
dbe6a183-903e-3c4b-0065-e8fbc7945406,4,3.00,3.00,Candy Stores,NV
1ebcab3d-6c5d-138f-60b8-d9f0e8ad1bca,121,2.00,4.50,Cantonese,AZ
cb53b893-11db-528e-6d69-858d6f2d80ef,102,1.00,4.00,Cantonese,NV
910b09bf-15b6-8502-6c06-31b588bd55b7,245,1.86,3.57,Caribbean,NC
55261da9-11f4-0523-970b-21ddeb12a59c,952,1.67,4.50,Caribbean,NV
da1745e3-315a-51e4-9794-26a08bd99a3b,12,2.00,4.00,Caribbean,OH
f06251f9-72b4-690d-8aeb-5a73b34d5353,22,2.00,4.00,Caribbean,PA
01a5a472-4f30-87d2-9769-646c2edd577b,3204,1.67,3.08,Casinos,NV
7c9e0cbf-4892-1e49-6993-56a5b14b8c99,669,1.40,4.00,Caterers,AZ
03f0161e-3678-5dd9-99e4-0bbe96a37417,295,1.60,4.00,Caterers,NC
aeefa8a9-01f3-625d-2f11-371f76f23f70,6634,1.58,4.21,Caterers,NV
2ac2d449-8056-2768-19b9-b6ff4bc90db8,117,1.67,4.00,Caterers,OH
0fe1609d-2b4a-735d-23b0-8aa6dfdc9ece,106,1.67,3.00,Caterers,PA
44653218-81de-16c2-8db5-52c2f59277fd,32,2.00,3.00,Caterers,WI
36496597-a30d-443a-6aa3-ee9c041769d7,220,2.00,3.50,Champagne Bars,PA
f3e69a76-5620-3823-53b1-6d96a13077ac,55,1.25,3.38,Cheesesteaks,NC
256345dc-6db8-0b22-174f-46bcb8ce259d,161,1.50,3.00,Cheesesteaks,NV
e2989e80-6368-2d21-64fb-5fdc9dd4212d,8,1.00,4.25,Cheesesteaks,OH
78dce92c-436b-3c2e-47a0-287503df260b,16,2.00,3.00,Cheesesteaks,WI
947b1864-2b09-4732-76f5-8ffb87fe1e99,52,1.00,3.00,Chicken Shop,NC
d6f234b3-6c40-9b97-1587-322848c36ed5,726,1.43,3.93,Chicken Shop,NV
66950cae-8721-939f-122b-69980e1d3f75,31,1.00,3.00,Chicken Shop,OH
329172c9-41e3-8358-45b3-3e3dc1618a33,113,1.00,4.50,Chicken Shop,PA
7954ad09-710e-079e-864f-47a1bc8420ab,12,1.00,4.50,Chicken Shop,WI
bbee3e40-5c34-8201-5b81-3829aa638bb8,1068,1.41,2.77,Chicken Wings,AZ
bb9b090c-0edf-78cf-a110-dbea334e65e1,37,1.50,2.25,Chicken Wings,IL
56c809d9-4cc9-4551-8e92-a1903c218117,545,1.40,2.64,Chicken Wings,NC
7d6c073d-18a7-135b-1fc9-888ae55a9ded,3433,1.36,2.86,Chicken Wings,NV
a9c2bab3-6c9c-2d05-26c8-d5e681da4c49,348,1.60,3.05,Chicken Wings,OH
7ddbaa4f-04e9-393a-1058-3bddf6bb8477,887,1.50,3.03,Chicken Wings,PA
4b6be992-072d-0ffd-1ce9-5d38c4f13c7b,225,1.50,2.85,Chicken Wings,WI
88584603-7aba-267a-131a-0d3a72f43470,2141,1.23,3.43,Chinese,AZ
27287a47-541c-48a0-61ad-d043eec847bb,235,1.29,3.64,Chinese,IL
f9299ac8-29d9-54b5-2b47-2264170b3838,1836,1.28,3.19,Chinese,NC
4e880324-604b-6481-57be-0df0537d6b2f,16055,1.47,3.32,Chinese,NV
24b4090b-3284-8500-2a06-ba1af8b411e3,1303,1.33,3.44,Chinese,OH
6a62486f-2b1c-961c-219b-33d5df0d4426,1912,1.45,3.43,Chinese,PA
a08b924a-846d-4fb1-666d-b8c856e48b80,961,1.44,3.22,Chinese,WI
a0e95a8c-8658-9971-0531-6362c2a35552,27,3.00,5.00,Chocolatiers & Shops,PA
8f01c804-00b6-6f45-67fc-6ab55a9b41df,21,1.00,4.00,Cinema,WI
ecaf0a64-25e2-792c-a6b9-a20be35272fc,239,2.00,3.75,Cocktail Bars,AZ
f78beb1d-36c1-06c2-86f8-6209766a2060,158,2.00,3.83,Cocktail Bars,NC
792aadb3-2ab1-1b43-6b7b-894910283826,919,1.75,2.75,Cocktail Bars,NV
7608b366-439c-8e7d-9c6a-944995c03edb,481,2.00,3.50,Cocktail Bars,OH
65ba5ae2-7bd5-76ae-2a83-eb4f9a5519ec,19,2.00,4.00,Cocktail Bars,PA
8356d5f3-3baa-2bc0-543e-bf7215fa34c5,746,2.25,3.63,Cocktail Bars,WI
f49e99d9-2c96-030b-61c2-78cdb41e463d,1293,1.60,3.95,Coffee & Tea,AZ
d5d6b9cc-4f17-1b8d-916e-e7b15b2d4ecc,52,1.50,3.75,Coffee & Tea,NC
2d15cbeb-29f2-3c19-4e60-e9ab089e792f,1607,1.27,3.90,Coffee & Tea,NV
d78a14ad-196f-6ace-26b0-c06213408a43,653,1.80,3.40,Coffee & Tea,OH
b6edcab8-5ef4-6673-0391-b93c15bf2436,525,1.42,3.83,Coffee & Tea,PA
16590f27-3dae-3098-4f4f-cb70278369cc,492,1.10,4.00,Coffee & Tea,WI
cda7fd8f-027c-9055-64f8-50a8aed60a7c,173,2.00,4.00,Coffeeshops,NV
74a5457d-5624-41be-a2c1-022f5c312dac,78,2.00,4.50,Colombian,AZ
7c168da7-6a91-7ae6-4d5e-cc2b876802b1,48,2.00,3.50,Colombian,NV
8d6080e9-76f9-122d-0f60-21725de98144,28,2.00,4.00,Colombian,OH
3c3ebf00-8155-85b7-998b-dc4f16e72381,533,1.50,3.88,Comfort Food,NC
f65543bf-52e9-94bd-247a-7a8c52b993b1,770,2.25,3.50,Comfort Food,NV
f696e42e-5a21-846e-3a81-797c6cfc581f,62,2.00,3.50,Comfort Food,PA
b27fdbe1-996f-182b-58fe-7898b1d677a4,16,1.00,2.50,Comfort Food,WI
2c83146d-6ee8-7a74-a797-454ca8163b87,22,1.00,4.75,Convenience Stores,NV
cc551b78-a5b6-3c23-0057-18b916cf71e5,97,2.00,4.00,Creperies,AZ
572a379a-2105-8987-3af3-39dd64b48896,43,1.00,4.50,Creperies,NC
da25147e-0794-687d-0a5a-fb7fc5297e75,830,1.33,3.83,Creperies,NV
bbe50295-8000-8082-3189-c8ff68680fef,45,1.00,3.50,Creperies,OH
72b1f5d2-77ff-4304-9786-66173c6f6fa2,121,1.50,3.75,Creperies,PA
7d9dd96f-0306-6633-9d2e-9d04280159a5,295,1.33,3.83,Cuban,NV
e3f9ebb2-50c8-60ed-472b-7e63e3eba574,58,1.00,4.50,Cupcakes,OH
e91202df-28ce-1b97-002e-668903380892,320,2.00,1.50,Dance Clubs,AZ
bc4a1384-5c05-3ea1-4ca3-3c477d0115b2,92,2.00,2.75,Dance Clubs,NV
4963e4c6-86ff-045e-5854-a90b09fe6957,44,2.00,3.25,Dance Clubs,OH
04a178fb-8113-652b-249f-a010ac2799ac,173,1.33,3.25,Delis,AZ
7a86cd67-46ec-3476-986e-68856db87f43,11,1.00,3.00,Delis,IL
2adbe92c-747f-5fe5-0ec0-f441adc71ca1,675,1.19,3.60,Delis,NC
3e888fcc-0747-1a48-0c42-1f96275b36af,2330,1.39,3.61,Delis,NV
e3fe3904-25d9-1879-5cb1-af9fcda37cfe,268,1.17,4.04,Delis,OH
e4793327-09cc-433f-46c7-2f4fe9176395,433,1.07,4.43,Delis,PA
4f900570-2a2f-1d04-7945-cbe395ed7a4d,173,2.00,3.50,Delis,WI
36be8d87-a005-5d26-1012-e62f6c113863,336,1.67,3.83,Desserts,AZ
d9fbfa2b-38eb-0a05-1b05-9bbaf7d89e24,290,1.40,3.40,Desserts,NC
4d0fcb62-6f6b-38ba-786c-bb8fb91b0337,5096,1.53,3.65,Desserts,NV
0d327954-0a27-8934-9115-d049e9e83f03,139,1.25,4.13,Desserts,OH
7ec72b31-4f57-a156-9a78-cc5151cc7256,250,1.50,3.88,Desserts,PA
d9331130-2fde-0f1f-a565-dea828341d9a,25,2.00,3.50,Desserts,WI
5f689a51-109b-5c8c-1c8a-22ee2b70870c,40,2.00,3.50,Dim Sum,AZ
05b4b264-23e1-0938-2510-7388cc56a4fa,147,2.00,3.00,Dim Sum,NC
d05ff331-0c9a-3eee-10dd-39890d297675,3083,2.33,3.42,Dim Sum,NV
3c19019a-47c7-8a64-10f0-7df245aaa02c,209,2.00,3.50,Dim Sum,OH
586ba7a9-9c27-0149-620b-a04d2b109de0,800,1.50,3.67,Diners,AZ
41a37e33-78b5-45fa-66ad-adf63f1d5b4f,483,1.00,3.78,Diners,NC
47e5a51d-82d8-6119-1b72-87c0fbb412a0,3523,1.75,3.47,Diners,NV
eda80896-049b-2103-66e9-e2bc14208737,392,1.13,3.47,Diners,OH
ee18b358-a6af-3a46-6339-f0eea31f30f3,379,1.17,3.71,Diners,PA
e9642b02-57a4-7dd3-208f-cca6895c8ba8,497,1.00,3.50,Diners,WI
909a5a8f-735f-2f09-7493-c9b95f1347db,3,2.00,5.00,Discount Store,NV
78295bca-789c-545d-3c61-03e3787f83ec,1094,1.60,3.70,Dive Bars,NV
b6ebd34e-0878-8974-8f65-bc9571ad114f,36,1.33,4.00,Dive Bars,OH
e4d1bd78-1c4f-7cc2-5d94-a27eddc16a74,72,1.00,3.50,Dive Bars,WI
a9953b6c-318b-0dfb-341e-afa500079496,76,1.00,4.50,Do-It-Yourself Food,NV
b02dabef-2043-9017-86c5-3186236f1125,44,1.00,4.25,Donuts,AZ
870e10d7-3fc8-6a41-6a6e-87a8512d1bdc,33,1.00,4.00,Donuts,NV
c4bb3504-1fc2-6f70-83ab-4c7e3ae441ba,6,1.00,4.50,Empanadas,PA
453828ba-0219-5727-245f-547c48ea01bc,49,2.00,3.50,Ethiopian,NC
47282bc4-3ea7-9634-6ce2-bf564c6455d9,156,2.00,4.00,Ethiopian,NV
d2bd29dd-8a02-078a-a2e4-2ac08ac141a4,105,1.00,3.50,Ethnic Food,AZ
a3503e41-4c41-2a05-8ae6-b9f4bc659ebd,204,1.75,4.00,Ethnic Food,NC
0b91d3e6-1343-32ab-2e59-36a0e22aa42e,351,1.67,3.67,Ethnic Food,NV
f32663a4-0a1e-0930-296d-ea017bb11ae8,72,1.50,4.25,Ethnic Food,OH
c6b94bd1-32d3-825e-0d6f-5833e65c4174,6,1.00,3.00,Ethnic Food,PA
db36c9e3-3bf2-8376-86fe-13e2901a231a,48,1.00,3.50,Ethnic Grocery,NV
f9c4084e-79c8-986a-8822-035ed4ac830a,1488,1.57,3.50,Event Planning & Services,AZ
cfc6bd5a-45df-7dcd-2bb9-43bd5998640d,58,2.00,3.50,Event Planning & Services,IL
21c82139-1400-27f3-396b-5a5ed0cc825f,1001,1.67,3.79,Event Planning & Services,NC
311ea145-0238-05b6-1a85-c9ca6d948ecb,4942,1.65,3.43,Event Planning & Services,NV
4f5a0641-8f48-6edf-28be-ee890c12a22c,581,1.78,3.78,Event Planning & Services,OH
e2b6f85b-6825-74a8-988b-c2d02d094b8e,411,1.67,3.78,Event Planning & Services,PA
ee46937f-9690-65a0-9997-3d1e85135197,25,1.50,4.00,Event Planning & Services,WI
a144ef63-4f4b-8bea-6456-f4c3999e0496,15,2.00,4.00,Falafel,NC
306e3b78-2155-03cf-8eda-155cc0d7a2b3,169,2.00,3.50,Falafel,NV
ec99167f-5170-6092-9bf7-696c62ba30ab,88,2.00,3.50,Farmers Market,AZ
831b6334-3d7a-62a5-0b99-6582e8271bad,156,2.00,4.50,Farmers Market,NV
35aa3c7e-4a79-9361-2c9e-75fe12792552,349,1.50,4.00,Fashion,NV
2533f766-a42b-5155-0b10-4c204a9f2ac2,1566,1.07,2.79,Fast Food,AZ
023a0f19-42e0-5617-9b0b-92324b04867b,19,1.00,1.33,Fast Food,IL
15ec3eba-94f3-56c5-7fb8-a19a45e82ea6,1121,1.12,2.85,Fast Food,NC
41405379-5acb-7dc2-40b1-d36928813fc6,10961,1.10,2.80,Fast Food,NV
d6469778-674d-1757-0a9b-37f71cd191e2,512,1.13,2.99,Fast Food,OH
95a202aa-1a3e-2e46-3074-069998e18f63,372,1.08,2.90,Fast Food,PA
44c2c8c0-3c4f-7e17-9bc9-9999398b6ffc,151,1.08,2.42,Fast Food,WI
73108fe2-9a3b-94da-0f79-1c89354b4fd5,4,3.00,5.00,Feng Shui,NV
c320bee4-1154-4a35-7163-08a45ea51fe4,7,1.00,3.50,Festivals,AZ
d73d03be-6d5b-2a3f-6822-3e25fe762664,1282,1.28,3.50,Filipino,NV
427c4895-44d2-033f-7dc7-929e39fa2f59,48,1.00,3.25,Fish & Chips,AZ
7dec7d90-33da-52be-64f4-f3c721655656,14,1.00,3.00,Fish & Chips,PA
5c191868-359c-5d30-617b-b08cfc385fad,117,2.00,3.50,Fish & Chips,WI
c4d0dca5-6ee1-2e33-0fc4-e7e48e9f1825,211,3.00,4.00,Fondue,NV
61b81e6e-741d-97b9-6034-cb2e99c529ef,108,3.00,4.00,Fondue,PA
a89704a1-6f98-67f2-5bb1-7a7bea3ca61b,56,3.00,3.00,Fondue,WI
a09b6964-7a28-3e01-a278-7efdbc208dc4,124,1.38,3.56,Food Court,NV
c3d7d519-746c-48d0-38d1-db56a4831739,58,1.00,3.50,Food Delivery Services,AZ
5766d30b-5605-7d75-6f04-e9ab4f5c792f,88,1.50,4.00,Food Delivery Services,NC
a01805c6-8818-738d-762c-b9a03a9ca3d2,422,1.50,4.05,Food Delivery Services,NV
13bd0594-2dfd-2b17-0d87-06a61261941a,45,1.33,3.33,Food Delivery Services,OH
5f8e9e22-9371-2a15-524e-c884f72ea7bb,5,2.00,3.00,Food Delivery Services,PA
5ca9cd00-7db0-31cc-5f15-154995a51507,80,1.50,4.25,Food Stands,AZ
83f041b7-4bd8-7773-a621-ad8338fd176a,14,1.00,4.25,Food Stands,NC
7de584af-026c-269f-a6b2-bf0958ce3bcf,512,1.33,3.17,Food Stands,NV
71f019de-0453-0dfb-27c7-ec3e98a156bb,5,1.00,3.50,Food Stands,PA
18b27257-145c-2b66-48c5-3b4f7e0561bd,32,1.00,4.75,Food Stands,WI
976a723a-8c2b-a3b8-950f-b385a13989bb,49,1.50,3.88,Food Trucks,AZ
7bbaa79d-50bb-73d8-248b-02009ffd3bd4,118,1.00,4.50,Food Trucks,NC
ca716e9b-2de7-4f0f-8bf4-0ebdfb46a47f,200,1.00,4.21,Food Trucks,NV
3fd6fe1c-1034-9a5a-2731-db53b8b03c9f,18,1.00,4.75,Food Trucks,PA
750ef009-7a36-3765-1697-617ad2af971c,4005,1.50,3.52,Food,AZ
3d387668-07af-2957-963f-a65828c359a0,48,2.00,4.50,Food,IL
b9c4b2ae-76fb-7ef5-9cf2-c04ca7e14ca9,2820,1.39,3.72,Food,NC
c8609156-7dfe-499e-2bad-e09201ac349a,15008,1.50,3.55,Food,NV
2cdb36a9-6aef-9998-0878-59548c3e598c,1262,1.43,3.89,Food,OH
cdc85291-1741-80d7-6e78-192baeec2ebf,3841,1.50,3.94,Food,PA
e2f58c79-459b-2267-5eda-e5bb7bfe8a71,2306,1.29,3.75,Food,WI
